uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"8953ced8-5754-46d1-8b7c-9631de0e0edf","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_400","NEON.PLA.D17.TEAK.02042","1","ok","single bole tree","Standing dead",66.5,130,"noChange",34.2,,,,5.2,3.7,"Full sun",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-7298-9805","0009-0004-0041-5684","4958a388-c5c3-4ce6-80d2-855b901b6007",
"419836ff-2caf-4c45-9ef4-7133f60257d7","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_10_1","NEON.PLA.D17.TEAK.02080","1","ok","sapling","Live",,,"noChange",1.0,,,,,,"Full sun",,2.6,10,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","4960ce1e-70ac-4221-96e0-8a6ad4f169e2",
"91409077-4dfa-495d-bd1b-f23317344004","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","41_400","NEON.PLA.D17.TEAK.02137","1","ok","single bole tree","Live",12.7,130,"noChange",9.7,,,,2.7,2.7,"Mostly shaded",,,,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","f1a00937-df78-458d-acec-a55d71f1177d",
"e4571e36-c830-4e80-8926-c71c13af5f7d","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_400","NEON.PLA.D17.TEAK.02050","1","ok","single bole tree","Live",11.0,120,"noChange",4.7,,,,3.4,2.4,"Mostly shaded",,,,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","43fabb2f-586d-4ad8-9f01-9076d12fc1ea",
"3388718a-7648-4b95-8c04-5657b54e4692","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_400","NEON.PLA.D17.TEAK.02007","1","ok","single bole tree","Standing dead",11.9,120,"noChange",4.6,,,,1.5,1.4,"Mostly shaded",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-7298-9805","0009-0004-0041-5684","5463304b-4f9e-4227-9b0e-f0b4301aa63c",
"35316f89-4e99-4ca1-94ea-24f7901e756f","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_10_1","NEON.PLA.D17.TEAK.02084","1","ok","sapling","Live",,,"noChange",0.5,,,,,,"Full sun",,1.5,10,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","89871282-4b9d-4554-a07c-ed9494358528",
"ec780d64-788a-4519-bac0-6bbcd02f8ddf","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_400","NEON.PLA.D17.TEAK.05915","2","ok","small shrub","Live",,,"noChange",,,,,,,,"half-sphere",1.0,10,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","8d340ea1-e771-4584-9fc7-79f3d04cf0b2",
"daa13144-e658-4380-96f2-c25013445cca","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_400","NEON.PLA.D17.TEAK.08090","1","ok","single bole tree","Standing dead",37.5,130,"noChange",21.9,,,,4.4,4.3,"Full sun",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0001-7298-9805","0009-0004-0041-5684","6d536aa5-6f31-4886-8649-07bb0e1e1e64",
"39a3bddf-ac02-4108-8918-4a6082f76807","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_10_1","NEON.PLA.D17.TEAK.02083","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Full sun",,2.8,10,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","6ce21dab-cdac-4000-9800-bf64690833b9",
"12c8aaf6-9d33-4d5f-beea-1b38d1229847","TEAK_046.basePlot.vst","2023-08-09","vst_TEAK_2023","D17","TEAK","TEAK_046","39_400","NEON.PLA.D17.TEAK.02035","1","ok","single bole tree","Live",14.3,140,"noChange",8.3,,,,2.4,2.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-7298-9805","0009-0004-0041-5684","314d0d10-fb40-482d-8ae5-c5dee9f038a1",
