uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"1668473d-ce51-47bd-a430-a8600af9db44","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00469",,,"single bole tree","Live",18.4,130,,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"ad23fd46-b47b-41bd-af82-58b6ef463726","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00472",,,"single bole tree","Live",23.9,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"fc3e0d95-41e4-4750-9288-e1288f2b16a6","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00470",,,"single bole tree","Live",12.1,130,,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"38839cca-c730-4cac-9c52-1f37c583359e","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","unknown_400","NEON.PLA.D17.TEAK.00752",,,"single bole tree","Standing dead",41.5,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"98b27d54-3257-406f-9c16-427e78cceafa","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00474",,,"single bole tree","Live",35.6,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,"proofed and no errors","emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"35ea0b06-2595-4e44-a8cb-83d064ae8e4f","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00477",,,"single bole tree","Standing dead",10.8,130,,,,,,,,"Full shade",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"26c31cfc-478f-4b20-9334-9bb7971786b5","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00487",,,"single bole tree","Live",34.5,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"bb58ded6-cb63-46ed-804a-9f852e60a963","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_100","NEON.PLA.D17.TEAK.00759",,,"sapling","Live",,,,1.0,,,,,,"Full shade",,,,,,,,,,,,,,"proofed and no errors","emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"9b29cfbc-4d32-4b37-a8d2-35a0f7bd4b5e","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_400","NEON.PLA.D17.TEAK.00764",,,"single bole tree","Live",26.3,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"96d21be7-fd79-4f70-af94-f4ffe86c3b0e","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_100","NEON.PLA.D17.TEAK.00760",,,"small tree","Live",3.7,130,,1.9,,,,,,"Full shade",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"168b660a-b346-4486-bff0-ff9b449208b5","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_400","NEON.PLA.D17.TEAK.00747",,,"single bole tree","Standing dead",121.1,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"7e4bebca-69e8-42cf-9ed6-10c87d08a42c","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_400","NEON.PLA.D17.TEAK.00746",,,"single bole tree","Live",98.4,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"01c5a869-4e95-4896-9559-22998acbc202","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00495",,,"single bole tree","Live",28.8,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"09e8fed1-f70b-44cc-a5b4-b6820f0a594f","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_400","NEON.PLA.D17.TEAK.00753",,,"single bole tree","Standing dead",58.0,130,,,,,,,,"Full shade",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"b06e3c3b-3071-4587-9a85-010c6fa22221","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_400","NEON.PLA.D17.TEAK.00751",,,"single bole tree","Standing dead",65.5,130,,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"b195d0b2-3c8b-4d44-b3ee-27a9fa4f04aa","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","41_400","NEON.PLA.D17.TEAK.00756",,,"single bole tree","Live",34.1,130,,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"009d4496-15c9-4e6c-bb0b-56d79fe76bda","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_100","NEON.PLA.D17.TEAK.00489",,,"small tree","Live",4.3,130,,2.6,,,,,,"Full shade",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
"dd409b01-341b-4ec9-a2ae-0a23c62e1496","TEAK_059.basePlot.vst","2015-09-01","vst_TEAK_2015","D17","TEAK","TEAK_059","21_100","NEON.PLA.D17.TEAK.00478",,,"small tree","Standing dead",7.1,130,,3.3,,,,,,"Full shade",,,,,,,,,,,,,,,"emccarthy@field-ops.org","lwade@field-ops.org",,"legacyData"
